Tree	Transformed_Tree	One	Two	Three	Pattern
terenec <nsubj ima >obj let	['terenec <nsubj', 'ima', '>obj let']	S	V	O	SVO
test <nsubj preverja >obj prisotnost	['test <nsubj', 'preverja', '>obj prisotnost']	S	V	O	SVO
testiranje <nsubj kaže >obj znake	['testiranje <nsubj', 'kaže', '>obj znake']	S	V	O	SVO
teu <obj polcija <nsubj zagrabla	['teu <obj', 'polcija <nsubj', 'zagrabla']	O	S	V	OSV
tečaj <nsubj končuje >obj formacijo	['tečaj <nsubj', 'končuje', '>obj formacijo']	S	V	O	SVO
teža <nsubj družbe <obj stala	['teža <nsubj', 'družbe <obj', 'stala']	S	O	V	SOV
teža <nsubj me <obj vlekla	['teža <nsubj', 'me <obj', 'vlekla']	S	O	V	SOV
težave <nsubj botrovale >obj bolniški	['težave <nsubj', 'botrovale', '>obj bolniški']	S	V	O	SVO
težave <nsubj ga <obj prisilile	['težave <nsubj', 'ga <obj', 'prisilile']	S	O	V	SOV
ti <nsubj izrabljajo >obj poti	['ti <nsubj', 'izrabljajo', '>obj poti']	S	V	O	SVO
ti <nsubj zasejal >obj ga	['ti <nsubj', 'zasejal', '>obj ga']	S	V	O	SVO
ti <nsubj čutijo >obj pripadnosti	['ti <nsubj', 'čutijo', '>obj pripadnosti']	S	V	O	SVO
ti <obj duša <nsubj zazevala	['ti <obj', 'duša <nsubj', 'zazevala']	O	S	V	OSV
tipa <obj boli >nsubj kurac	['tipa <obj', 'boli', '>nsubj kurac']	O	V	S	OVS
tipe <obj pesti >nsubj vest	['tipe <obj', 'pesti', '>nsubj vest']	O	V	S	OVS
tisti <nsubj polasti >obj tistega	['tisti <nsubj', 'polasti', '>obj tistega']	S	V	O	SVO
tisti <nsubj se <obj preživljajo	['tisti <nsubj', 'se <obj', 'preživljajo']	S	O	V	SOV
to <nsubj dobilo >obj obliko	['to <nsubj', 'dobilo', '>obj obliko']	S	V	O	SVO
to <nsubj dopolnjuje >obj uporabnost	['to <nsubj', 'dopolnjuje', '>obj uporabnost']	S	V	O	SVO
to <nsubj ga <obj držalo	['to <nsubj', 'ga <obj', 'držalo']	S	O	V	SOV
to <nsubj ga <obj razbesnilo	['to <nsubj', 'ga <obj', 'razbesnilo']	S	O	V	SOV
to <nsubj ga <obj spravilo	['to <nsubj', 'ga <obj', 'spravilo']	S	O	V	SOV
to <nsubj imelo >obj vpliv	['to <nsubj', 'imelo', '>obj vpliv']	S	V	O	SVO
to <nsubj moti >obj Litijana	['to <nsubj', 'moti', '>obj Litijana']	S	V	O	SVO
to <nsubj navdihnilo >obj moto	['to <nsubj', 'navdihnilo', '>obj moto']	S	V	O	SVO
to <nsubj pomeni >obj poraz	['to <nsubj', 'pomeni', '>obj poraz']	S	V	O	SVO
to <nsubj pomeni >obj priznanje	['to <nsubj', 'pomeni', '>obj priznanje']	S	V	O	SVO
to <nsubj pomenilo >obj napredek	['to <nsubj', 'pomenilo', '>obj napredek']	S	V	O	SVO
to <nsubj pomenilo >obj oglaševanje	['to <nsubj', 'pomenilo', '>obj oglaševanje']	S	V	O	SVO
to <nsubj predstavlja >obj %	['to <nsubj', 'predstavlja', '>obj %']	S	V	O	SVO
to <nsubj prizadene >obj delodajalca	['to <nsubj', 'prizadene', '>obj delodajalca']	S	V	O	SVO
to <nsubj zagotavlja >obj preživetje	['to <nsubj', 'zagotavlja', '>obj preživetje']	S	V	O	SVO
to <nsubj zagotavlja >obj vrnitev	['to <nsubj', 'zagotavlja', '>obj vrnitev']	S	V	O	SVO
to <nsubj zavarovalo >obj ženske	['to <nsubj', 'zavarovalo', '>obj ženske']	S	V	O	SVO
to <nsubj zbujalo >obj skrb	['to <nsubj', 'zbujalo', '>obj skrb']	S	V	O	SVO
to <nsubj zmanjšalo >obj plačila	['to <nsubj', 'zmanjšalo', '>obj plačila']	S	V	O	SVO
to <nsubj zmanjšalo >obj učinke	['to <nsubj', 'zmanjšalo', '>obj učinke']	S	V	O	SVO
to <nsubj zmanjšuje >obj simpatičnosti	['to <nsubj', 'zmanjšuje', '>obj simpatičnosti']	S	V	O	SVO
to <nsubj zniža >obj ceno	['to <nsubj', 'zniža', '>obj ceno']	S	V	O	SVO
to <nsubj znižalo >obj izdatke	['to <nsubj', 'znižalo', '>obj izdatke']	S	V	O	SVO
to <obj država <nsubj odstopi	['to <obj', 'država <nsubj', 'odstopi']	O	S	V	OSV
to <obj izdolbli >nsubj ljudje	['to <obj', 'izdolbli', '>nsubj ljudje']	O	V	S	OVS
to <obj naredil >nsubj sekretar	['to <obj', 'naredil', '>nsubj sekretar']	O	V	S	OVS
to <obj nekdo <nsubj napiše	['to <obj', 'nekdo <nsubj', 'napiše']	O	S	V	OSV
to <obj obravnava >nsubj člen	['to <obj', 'obravnava', '>nsubj člen']	O	V	S	OVS
to <obj opazila >nsubj Jasna	['to <obj', 'opazila', '>nsubj Jasna']	O	V	S	OVS
to <obj počeli >nsubj drugi	['to <obj', 'počeli', '>nsubj drugi']	O	V	S	OVS
to <obj prinesla >nsubj ženska	['to <obj', 'prinesla', '>nsubj ženska']	O	V	S	OVS
to <obj sam <nsubj želel	['to <obj', 'sam <nsubj', 'želel']	O	S	V	OSV
to <obj storil >nsubj nekdo	['to <obj', 'storil', '>nsubj nekdo']	O	V	S	OVS
to <obj ve >nsubj Janša	['to <obj', 've', '>nsubj Janša']	O	V	S	OVS
to <obj vidi >nsubj vsak	['to <obj', 'vidi', '>nsubj vsak']	O	V	S	OVS
to <obj zahteva >nsubj poklic	['to <obj', 'zahteva', '>nsubj poklic']	O	V	S	OVS
to <obj zaslužila >nsubj oba	['to <obj', 'zaslužila', '>nsubj oba']	O	V	S	OVS
tobak <nsubj predstavlja >obj grožnjo	['tobak <nsubj', 'predstavlja', '>obj grožnjo']	S	V	O	SVO
tok <obj prekinja >nsubj jezov	['tok <obj', 'prekinja', '>nsubj jezov']	O	V	S	OVS
toča <nsubj prekrila >obj avtocesto	['toča <nsubj', 'prekrila', '>obj avtocesto']	S	V	O	SVO
točiti >obj cviček >nsubj osebje	['točiti', '>obj cviček', '>nsubj osebje']	V	O	S	VOS
točko <obj izgubili >nsubj hokejisti	['točko <obj', 'izgubili', '>nsubj hokejisti']	O	V	S	OVS
toženec <nsubj kupil >obj hišo	['toženec <nsubj', 'kupil', '>obj hišo']	S	V	O	SVO
toženec <nsubj prispeval >obj odstotkov	['toženec <nsubj', 'prispeval', '>obj odstotkov']	S	V	O	SVO
tožilci <nsubj vložili >obj obtožnice	['tožilci <nsubj', 'vložili', '>obj obtožnice']	S	V	O	SVO
tožilec <nsubj napovedal >obj pritožbo	['tožilec <nsubj', 'napovedal', '>obj pritožbo']	S	V	O	SVO
tožilka <nsubj pripombe <obj označila	['tožilka <nsubj', 'pripombe <obj', 'označila']	S	O	V	SOV
tožilstvo <obj prevzela >nsubj opcija	['tožilstvo <obj', 'prevzela', '>nsubj opcija']	O	V	S	OVS
tožnica <nsubj preživljala >obj družino	['tožnica <nsubj', 'preživljala', '>obj družino']	S	V	O	SVO
tožnica <nsubj vložila >obj revizijo	['tožnica <nsubj', 'vložila', '>obj revizijo']	S	V	O	SVO
trditev <nsubj rešuje >obj vprašanja	['trditev <nsubj', 'rešuje', '>obj vprašanja']	S	V	O	SVO
trdnost <obj zagotavlja >nsubj ogrodje	['trdnost <obj', 'zagotavlja', '>nsubj ogrodje']	O	V	S	OVS
trener <nsubj da >obj priložnosti	['trener <nsubj', 'da', '>obj priložnosti']	S	V	O	SVO
trener <nsubj moštvo <obj peljal	['trener <nsubj', 'moštvo <obj', 'peljal']	S	O	V	SOV
trenerji <nsubj pretresli >obj razmere	['trenerji <nsubj', 'pretresli', '>obj razmere']	S	V	O	SVO
trenutek <obj dočakal >nsubj Jiri	['trenutek <obj', 'dočakal', '>nsubj Jiri']	O	V	S	OVS
tresljaj <nsubj povzroča >obj bolečine	['tresljaj <nsubj', 'povzroča', '>obj bolečine']	S	V	O	SVO
tretjina <nsubj konča >obj letnika	['tretjina <nsubj', 'konča', '>obj letnika']	S	V	O	SVO
tretjina <nsubj razvije >obj bolezen	['tretjina <nsubj', 'razvije', '>obj bolezen']	S	V	O	SVO
trg <nsubj naredil >obj svoje	['trg <nsubj', 'naredil', '>obj svoje']	S	V	O	SVO
trg <nsubj nas <obj spodbuja	['trg <nsubj', 'nas <obj', 'spodbuja']	S	O	V	SOV
trg <nsubj sprejema >obj presežek	['trg <nsubj', 'sprejema', '>obj presežek']	S	V	O	SVO
trg <obj sestavljajo >nsubj projekti	['trg <obj', 'sestavljajo', '>nsubj projekti']	O	V	S	OVS
trije <nsubj uperili >obj baterije	['trije <nsubj', 'uperili', '>obj baterije']	S	V	O	SVO
trije <nsubj zastopajo >obj skupine	['trije <nsubj', 'zastopajo', '>obj skupine']	S	V	O	SVO
trojka <nsubj blokirala >obj izhod	['trojka <nsubj', 'blokirala', '>obj izhod']	S	V	O	SVO
trčenje <nsubj terjalo >obj žrtev	['trčenje <nsubj', 'terjalo', '>obj žrtev']	S	V	O	SVO
trženje <nsubj izdelek <obj preoblikuje	['trženje <nsubj', 'izdelek <obj', 'preoblikuje']	S	O	V	SOV
tujci <nsubj majo >obj probleme	['tujci <nsubj', 'majo', '>obj probleme']	S	V	O	SVO
turist <nsubj obišče >obj jezero	['turist <nsubj', 'obišče', '>obj jezero']	S	V	O	SVO
turistov <nsubj obišče >obj spomenike	['turistov <nsubj', 'obišče', '>obj spomenike']	S	V	O	SVO
udarec <obj doživeli >nsubj kupci	['udarec <obj', 'doživeli', '>nsubj kupci']	O	V	S	OVS
udeleženci <nsubj izvedli >obj vaje	['udeleženci <nsubj', 'izvedli', '>obj vaje']	S	V	O	SVO
udeleženci <nsubj sledili >obj tradiciji	['udeleženci <nsubj', 'sledili', '>obj tradiciji']	S	V	O	SVO
udeležilo >obj ga >nsubj ljudi	['udeležilo', '>obj ga', '>nsubj ljudi']	V	O	S	VOS
ukaz <nsubj izpisal >obj imenike	['ukaz <nsubj', 'izpisal', '>obj imenike']	S	V	O	SVO
ukrepi <nsubj pomenijo >obj kazen	['ukrepi <nsubj', 'pomenijo', '>obj kazen']	S	V	O	SVO
ukrepi <nsubj vključujejo >obj dostop	['ukrepi <nsubj', 'vključujejo', '>obj dostop']	S	V	O	SVO
umetnik <nsubj prebarval >obj pokrajino	['umetnik <nsubj', 'prebarval', '>obj pokrajino']	S	V	O	SVO
umetnik <nsubj sklenil >obj pot	['umetnik <nsubj', 'sklenil', '>obj pot']	S	V	O	SVO
umetniki <nsubj potrdili >obj vpliv	['umetniki <nsubj', 'potrdili', '>obj vpliv']	S	V	O	SVO
umetniki <nsubj pripravljali >obj performanse	['umetniki <nsubj', 'pripravljali', '>obj performanse']	S	V	O	SVO
unija <nsubj vzpodbuja >obj kmetijstvo	['unija <nsubj', 'vzpodbuja', '>obj kmetijstvo']	S	V	O	SVO
univerz <nsubj ga <obj nagradilo	['univerz <nsubj', 'ga <obj', 'nagradilo']	S	O	V	SOV
uporaba <nsubj normalizira >obj prenose	['uporaba <nsubj', 'normalizira', '>obj prenose']	S	V	O	SVO
uporaba <nsubj ogroža >obj obstoj	['uporaba <nsubj', 'ogroža', '>obj obstoj']	S	V	O	SVO
uporaba <nsubj pomeni >obj ironijo	['uporaba <nsubj', 'pomeni', '>obj ironijo']	S	V	O	SVO
uporabe <obj podpira >nsubj dokazov	['uporabe <obj', 'podpira', '>nsubj dokazov']	O	V	S	OVS
uporabniki <nsubj iščejo >obj informacije	['uporabniki <nsubj', 'iščejo', '>obj informacije']	S	V	O	SVO
uporabniki <nsubj spremenijo >obj temo	['uporabniki <nsubj', 'spremenijo', '>obj temo']	S	V	O	SVO
uporabniki <nsubj ustvarjajo >obj zemljevid	['uporabniki <nsubj', 'ustvarjajo', '>obj zemljevid']	S	V	O	SVO
uporabniki <nsubj vodil <obj držijo	['uporabniki <nsubj', 'vodil <obj', 'držijo']	S	O	V	SOV
uporabo <obj urejajo >nsubj zakoni	['uporabo <obj', 'urejajo', '>nsubj zakoni']	O	V	S	OVS
uporniki <nsubj izpustili >obj policistov	['uporniki <nsubj', 'izpustili', '>obj policistov']	S	V	O	SVO
uporniki <nsubj ugrabili >obj avtobus	['uporniki <nsubj', 'ugrabili', '>obj avtobus']	S	V	O	SVO
uprava <nsubj nima >obj fotk	['uprava <nsubj', 'nima', '>obj fotk']	S	V	O	SVO
uprava <nsubj pripravila >obj pojasnilo	['uprava <nsubj', 'pripravila', '>obj pojasnilo']	S	V	O	SVO
uprava <nsubj razglasila >obj ogroženost	['uprava <nsubj', 'razglasila', '>obj ogroženost']	S	V	O	SVO
upravičenci <nsubj dobivali >obj subvencije	['upravičenci <nsubj', 'dobivali', '>obj subvencije']	S	V	O	SVO
uprizoritev <nsubj spodbudi >obj interpretacijo	['uprizoritev <nsubj', 'spodbudi', '>obj interpretacijo']	S	V	O	SVO
urad <obj vodil >nsubj župan	['urad <obj', 'vodil', '>nsubj župan']	O	V	S	OVS
uredba <nsubj določa >obj pogoje	['uredba <nsubj', 'določa', '>obj pogoje']	S	V	O	SVO
uredbo <obj sprejela >nsubj vlada	['uredbo <obj', 'sprejela', '>nsubj vlada']	O	V	S	OVS
ureditev <nsubj zmanjšuje >obj možnost	['ureditev <nsubj', 'zmanjšuje', '>obj možnost']	S	V	O	SVO
uri <obj namenili >nsubj člani	['uri <obj', 'namenili', '>nsubj člani']	O	V	S	OVS
uslužbenec <nsubj državo <obj stane	['uslužbenec <nsubj', 'državo <obj', 'stane']	S	O	V	SOV
usoda <nsubj preizkušala >obj vzdržljivost	['usoda <nsubj', 'preizkušala', '>obj vzdržljivost']	S	V	O	SVO
ustvarjanje <nsubj jo <obj pripeljalo	['ustvarjanje <nsubj', 'jo <obj', 'pripeljalo']	S	O	V	SOV
ustvarjanje <nsubj zahteva >obj požrtvovalnost	['ustvarjanje <nsubj', 'zahteva', '>obj požrtvovalnost']	S	V	O	SVO
uvedbo <obj predlaga >nsubj vlada	['uvedbo <obj', 'predlaga', '>nsubj vlada']	O	V	S	OVS
uveljavitev <nsubj pomenila >obj izgubo	['uveljavitev <nsubj', 'pomenila', '>obj izgubo']	S	V	O	SVO
učenci <nsubj podarili >obj kočo	['učenci <nsubj', 'podarili', '>obj kočo']	S	V	O	SVO
učenci <nsubj predstavili >obj dirke	['učenci <nsubj', 'predstavili', '>obj dirke']	S	V	O	SVO
učenci <nsubj spoznajo >obj postopke	['učenci <nsubj', 'spoznajo', '>obj postopke']	S	V	O	SVO
učenci <nsubj uporabljajo >obj znanja	['učenci <nsubj', 'uporabljajo', '>obj znanja']	S	V	O	SVO
učenec <nsubj postavil >obj kolos	['učenec <nsubj', 'postavil', '>obj kolos']	S	V	O	SVO
učenjaki <nsubj Leonarda <obj prezrli	['učenjaki <nsubj', 'Leonarda <obj', 'prezrli']	S	O	V	SOV
učinek <obj ima >nsubj hoja	['učinek <obj', 'ima', '>nsubj hoja']	O	V	S	OVS
učinkovitost <obj uničila >nsubj vročina	['učinkovitost <obj', 'uničila', '>nsubj vročina']	O	V	S	OVS
učitelj <nsubj opredeli >obj sestavine	['učitelj <nsubj', 'opredeli', '>obj sestavine']	S	V	O	SVO
učitelji <nsubj izdajajo >obj liste	['učitelji <nsubj', 'izdajajo', '>obj liste']	S	V	O	SVO
uživanje <nsubj povečuje >obj tveganje	['uživanje <nsubj', 'povečuje', '>obj tveganje']	S	V	O	SVO
uživanje <nsubj zmanjšujejo >obj tveganje	['uživanje <nsubj', 'zmanjšujejo', '>obj tveganje']	S	V	O	SVO
vam <obj pomaga >nsubj Q	['vam <obj', 'pomaga', '>nsubj Q']	O	V	S	OVS
vam <obj to <nsubj uspelo	['vam <obj', 'to <nsubj', 'uspelo']	O	S	V	OSV
vam <obj voda <nsubj zaide	['vam <obj', 'voda <nsubj', 'zaide']	O	S	V	OSV
varuhinja <nsubj funkcijo <obj opravlja	['varuhinja <nsubj', 'funkcijo <obj', 'opravlja']	S	O	V	SOV
vas <nsubj delila >obj mesto	['vas <nsubj', 'delila', '>obj mesto']	S	V	O	SVO
vas <obj imajo >nsubj prijatelji	['vas <obj', 'imajo', '>nsubj prijatelji']	O	V	S	OVS
vas <obj ime <nsubj stalo	['vas <obj', 'ime <nsubj', 'stalo']	O	S	V	OSV
vas <obj kdo <nsubj razkuri	['vas <obj', 'kdo <nsubj', 'razkuri']	O	S	V	OSV
vas <obj kdorkoli <nsubj silil	['vas <obj', 'kdorkoli <nsubj', 'silil']	O	S	V	OSV
vas <obj ljudje <nsubj našli	['vas <obj', 'ljudje <nsubj', 'našli']	O	S	V	OSV
vas <obj mediji <nsubj primerjajo	['vas <obj', 'mediji <nsubj', 'primerjajo']	O	S	V	OSV
vas <obj navigacija <nsubj pripelje	['vas <obj', 'navigacija <nsubj', 'pripelje']	O	S	V	OSV
vas <obj nihče <nsubj podpiral	['vas <obj', 'nihče <nsubj', 'podpiral']	O	S	V	OSV
vas <obj pleme <nsubj varovalo	['vas <obj', 'pleme <nsubj', 'varovalo']	O	S	V	OSV
vas <obj postavil >nsubj Sin	['vas <obj', 'postavil', '>nsubj Sin']	O	V	S	OVS
vas <obj prijatelj <nsubj povabita	['vas <obj', 'prijatelj <nsubj', 'povabita']	O	S	V	OSV
vas <obj sistem <nsubj pripelje	['vas <obj', 'sistem <nsubj', 'pripelje']	O	S	V	OSV
vas <obj skrbi >nsubj stanje	['vas <obj', 'skrbi', '>nsubj stanje']	O	V	S	OVS
vas <obj zapeljejo >nsubj modeli	['vas <obj', 'zapeljejo', '>nsubj modeli']	O	V	S	OVS
vas <obj čakajo >nsubj nagrade	['vas <obj', 'čakajo', '>nsubj nagrade']	O	V	S	OVS
vas <obj človek <nsubj sprejel	['vas <obj', 'človek <nsubj', 'sprejel']	O	S	V	OSV
vas <obj žene >nsubj motiv	['vas <obj', 'žene', '>nsubj motiv']	O	V	S	OVS
vdova <nsubj potrebovala >obj let	['vdova <nsubj', 'potrebovala', '>obj let']	S	V	O	SVO
veje <nsubj vključujejo >obj kod	['veje <nsubj', 'vključujejo', '>obj kod']	S	V	O	SVO
velikan <nsubj različico <obj opustil	['velikan <nsubj', 'različico <obj', 'opustil']	S	O	V	SOV
veljavo <obj ohranila >nsubj dela	['veljavo <obj', 'ohranila', '>nsubj dela']	O	V	S	OVS
verzija <nsubj uporablja >obj datoteko	['verzija <nsubj', 'uporablja', '>obj datoteko']	S	V	O	SVO
veter <nsubj povzroči >obj tokove	['veter <nsubj', 'povzroči', '>obj tokove']	S	V	O	SVO
vetrovi <nsubj ustvarjajo >obj vzorce	['vetrovi <nsubj', 'ustvarjajo', '>obj vzorce']	S	V	O	SVO
večina <nsubj doživi >obj višek	['večina <nsubj', 'doživi', '>obj višek']	S	V	O	SVO
večina <nsubj držala >obj navodil	['večina <nsubj', 'držala', '>obj navodil']	S	V	O	SVO
večina <nsubj imela >obj opravka	['večina <nsubj', 'imela', '>obj opravka']	S	V	O	SVO
večina <nsubj nima >obj svetlobe	['večina <nsubj', 'nima', '>obj svetlobe']	S	V	O	SVO
večina <nsubj orožje <obj preizkusila	['večina <nsubj', 'orožje <obj', 'preizkusila']	S	O	V	SOV
večina <nsubj podprla >obj besedilo	['večina <nsubj', 'podprla', '>obj besedilo']	S	V	O	SVO
večina <nsubj pokazala >obj povezave	['večina <nsubj', 'pokazala', '>obj povezave']	S	V	O	SVO
večina <nsubj članstva <obj občutila	['večina <nsubj', 'članstva <obj', 'občutila']	S	O	V	SOV
večina <nsubj živela >obj življenje	['večina <nsubj', 'živela', '>obj življenje']	S	V	O	SVO
večino <obj sestavljale >nsubj enote	['večino <obj', 'sestavljale', '>nsubj enote']	O	V	S	OVS
večino <obj zasnovali >nsubj arhitekti	['večino <obj', 'zasnovali', '>nsubj arhitekti']	O	V	S	OVS
vi <nsubj nimate >obj nič	['vi <nsubj', 'nimate', '>obj nič']	S	V	O	SVO
vi <nsubj plačali >obj vožnjo	['vi <nsubj', 'plačali', '>obj vožnjo']	S	V	O	SVO
vi <nsubj ponudili >obj pomoč	['vi <nsubj', 'ponudili', '>obj pomoč']	S	V	O	SVO
videonadzor <nsubj omogoča >obj prilagajanje	['videonadzor <nsubj', 'omogoča', '>obj prilagajanje']	S	V	O	SVO
vijoličasti <nsubj povzročili >obj tekme	['vijoličasti <nsubj', 'povzročili', '>obj tekme']	S	V	O	SVO
viri <nsubj predstavljajo >obj odstotek	['viri <nsubj', 'predstavljajo', '>obj odstotek']	S	V	O	SVO
virus <nsubj povzroči >obj vnetje	['virus <nsubj', 'povzroči', '>obj vnetje']	S	V	O	SVO
vitez <nsubj zanikal >obj obtožbe	['vitez <nsubj', 'zanikal', '>obj obtožbe']	S	V	O	SVO
vitrino <obj ima >nsubj športnikov	['vitrino <obj', 'ima', '>nsubj športnikov']	O	V	S	OVS
vlada <nsubj dvignila >obj roke	['vlada <nsubj', 'dvignila', '>obj roke']	S	V	O	SVO
vlada <nsubj izdala >obj dovoljenje	['vlada <nsubj', 'izdala', '>obj dovoljenje']	S	V	O	SVO
vlada <nsubj izrazila >obj pripravljenost	['vlada <nsubj', 'izrazila', '>obj pripravljenost']	S	V	O	SVO
vlada <nsubj napovedala >obj odprtje	['vlada <nsubj', 'napovedala', '>obj odprtje']	S	V	O	SVO
vlada <nsubj ocenila >obj izterjavo	['vlada <nsubj', 'ocenila', '>obj izterjavo']	S	V	O	SVO
vlada <nsubj pripravlja >obj zakon	['vlada <nsubj', 'pripravlja', '>obj zakon']	S	V	O	SVO
vlada <nsubj sprejela >obj program	['vlada <nsubj', 'sprejela', '>obj program']	S	V	O	SVO
vlada <nsubj sprejemala >obj zakone	['vlada <nsubj', 'sprejemala', '>obj zakone']	S	V	O	SVO
vlada <nsubj uredbo <obj spremeni	['vlada <nsubj', 'uredbo <obj', 'spremeni']	S	O	V	SOV
vlada <nsubj zagotovila >obj sredstev	['vlada <nsubj', 'zagotovila', '>obj sredstev']	S	V	O	SVO
vlado <obj vodili >nsubj plemiči	['vlado <obj', 'vodili', '>nsubj plemiči']	O	V	S	OVS
vlaga >nsubj zavezanec >obj napoved	['vlaga', '>nsubj zavezanec', '>obj napoved']	V	S	O	VSO
vlaganja <nsubj zahtevajo >obj načine	['vlaganja <nsubj', 'zahtevajo', '>obj načine']	S	V	O	SVO
vlak <nsubj prepotoval >obj Portugalsko	['vlak <nsubj', 'prepotoval', '>obj Portugalsko']	S	V	O	SVO
vlaki <nsubj približali >obj panogo	['vlaki <nsubj', 'približali', '>obj panogo']	S	V	O	SVO
vloga <nsubj prinese >obj obresti	['vloga <nsubj', 'prinese', '>obj obresti']	S	V	O	SVO
vlogo <obj imata >nsubj okolje	['vlogo <obj', 'imata', '>nsubj okolje']	O	V	S	OVS
vlogo <obj imel >nsubj Nemec	['vlogo <obj', 'imel', '>nsubj Nemec']	O	V	S	OVS
vnuk <nsubj zasnoval >obj državo	['vnuk <nsubj', 'zasnoval', '>obj državo']	S	V	O	SVO
voda <nsubj prinaša >obj kisik	['voda <nsubj', 'prinaša', '>obj kisik']	S	V	O	SVO
vodi >obj prijatelje >nsubj tok	['vodi', '>obj prijatelje', '>nsubj tok']	V	O	S	VOS
voditelji <nsubj ga <obj sprejeli	['voditelji <nsubj', 'ga <obj', 'sprejeli']	S	O	V	SOV
voditelji <nsubj načrt <obj zavrnili	['voditelji <nsubj', 'načrt <obj', 'zavrnili']	S	O	V	SOV
vodja <nsubj posredovati >obj znanja	['vodja <nsubj', 'posredovati', '>obj znanja']	S	V	O	SVO
vodstvo <nsubj podjetje <obj olastninili	['vodstvo <nsubj', 'podjetje <obj', 'olastninili']	S	O	V	SOV
vojaki <nsubj sestavljali >obj katapulte	['vojaki <nsubj', 'sestavljali', '>obj katapulte']	S	V	O	SVO
vojna <nsubj naredila >obj pošasti	['vojna <nsubj', 'naredila', '>obj pošasti']	S	V	O	SVO
vojna <nsubj onemogočila >obj izvoza	['vojna <nsubj', 'onemogočila', '>obj izvoza']	S	V	O	SVO
vojna <nsubj potrdili >obj status	['vojna <nsubj', 'potrdili', '>obj status']	S	V	O	SVO
vojna <nsubj prinaša >obj žetve	['vojna <nsubj', 'prinaša', '>obj žetve']	S	V	O	SVO
vojska <nsubj kršila >obj moratorij	['vojska <nsubj', 'kršila', '>obj moratorij']	S	V	O	SVO
vojska <nsubj naloge <obj predala	['vojska <nsubj', 'naloge <obj', 'predala']	S	O	V	SOV
vojska <nsubj volilce <obj pripeljala	['vojska <nsubj', 'volilce <obj', 'pripeljala']	S	O	V	SOV
vojska <nsubj vzgajala >obj vojake	['vojska <nsubj', 'vzgajala', '>obj vojake']	S	V	O	SVO
vojski <nsubj okrepili >obj vrste	['vojski <nsubj', 'okrepili', '>obj vrste']	S	V	O	SVO
volilci <nsubj razočarali >obj demokrate	['volilci <nsubj', 'razočarali', '>obj demokrate']	S	V	O	SVO
volivci <nsubj volijo >obj člane	['volivci <nsubj', 'volijo', '>obj člane']	S	V	O	SVO
voznik <nsubj spusti >obj naslonjalo	['voznik <nsubj', 'spusti', '>obj naslonjalo']	S	V	O	SVO
voznik <nsubj to <obj storiti	['voznik <nsubj', 'to <obj', 'storiti']	S	O	V	SOV
voznikov <nsubj zaužilo >obj pijačo	['voznikov <nsubj', 'zaužilo', '>obj pijačo']	S	V	O	SVO
vprašalnike <obj izpolnilo >nsubj delavcev	['vprašalnike <obj', 'izpolnilo', '>nsubj delavcev']	O	V	S	OVS
vprašanja <nsubj omogočajo >obj sporazumevanje	['vprašanja <nsubj', 'omogočajo', '>obj sporazumevanje']	S	V	O	SVO
vrata <obj odpirali >nsubj obredi	['vrata <obj', 'odpirali', '>nsubj obredi']	O	V	S	OVS
vratar <nsubj ocenil >obj sposobnosti	['vratar <nsubj', 'ocenil', '>obj sposobnosti']	S	V	O	SVO
vrednost <nsubj presega >obj milijonov	['vrednost <nsubj', 'presega', '>obj milijonov']	S	V	O	SVO
vrednosti <obj podpira >nsubj Netscape	['vrednosti <obj', 'podpira', '>nsubj Netscape']	O	V	S	OVS
vrh <nsubj marsikoga <obj presenetil	['vrh <nsubj', 'marsikoga <obj', 'presenetil']	S	O	V	SOV
vrsta <nsubj zajema >obj primerjave	['vrsta <nsubj', 'zajema', '>obj primerjave']	S	V	O	SVO
vrste <nsubj imajo >obj obdobja	['vrste <nsubj', 'imajo', '>obj obdobja']	S	V	O	SVO
vrstica <nsubj obdela >obj dokument	['vrstica <nsubj', 'obdela', '>obj dokument']	S	V	O	SVO
vrstici <nsubj vlivata >obj upanje	['vrstici <nsubj', 'vlivata', '>obj upanje']	S	V	O	SVO
vrsto <obj tvorijo >nsubj primerjave	['vrsto <obj', 'tvorijo', '>nsubj primerjave']	O	V	S	OVS
vrt <nsubj potrebuje >obj denar	['vrt <nsubj', 'potrebuje', '>obj denar']	S	V	O	SVO
vrtnarije <nsubj naročeno <obj pošljejo	['vrtnarije <nsubj', 'naročeno <obj', 'pošljejo']	S	O	V	SOV
vrtovi <nsubj pripadli >obj cesarjem	['vrtovi <nsubj', 'pripadli', '>obj cesarjem']	S	V	O	SVO
vrzeli <nsubj Sturmu <obj poznajo	['vrzeli <nsubj', 'Sturmu <obj', 'poznajo']	S	O	V	SOV
